sample_name,label,SPL_peak_raw,SPL_peak_unit,SPL_peak_adaptive,SPL_peak_fixed,K_raw,K_unit,K_adaptive,K_fixed,E_low_raw,E_low_unit,E_low_adaptive,E_low_fixed,E_mid_raw,E_mid_unit,E_mid_adaptive,E_mid_fixed,E_high_raw,E_high_unit,E_high_adaptive,E_high_fixed,dB(A)_raw,dB(A)_unit,dB(A)_adaptive,dB(A)_fixed,N_raw,N_unit,N_adaptive,N_fixed,S_raw,S_unit,S_adaptive,S_fixed,R_raw,R_unit,R_adaptive,R_fixed
andaotuo_ng1.wav,NG,-0.40727442502975464,dB,90.2363798394546,73.98181393742561,40.74238586425781,-,29.893580543070502,40.74238586425781,12.44093132019043,%,86.80701951642388,12.44093132019043,57.96625518798828,%,56.19207813225802,57.96625518798828,29.00642967224121,%,35.0442864521307,29.006429672241214,60.980628967285156,dB,41.85936500527289,34.96771494547526,285.0050278627029,sone,62.60523759296704,57.00100557254058,0.9852771759033203,acum,25.405130836187684,19.705543518066406,0.4589804708957672,asper,33.360908138521275,22.94902354478836
andaotuo_ok1.wav,OK,-5.250482559204102,dB,73.22775771630057,61.873793601989746,28.695528030395508,-,23.010413089382,28.695528030395508,5.9913201332092285,%,45.771043135455024,5.9913201332092285,61.672420501708984,%,59.430791646988055,61.67242050170898,32.26862335205078,%,38.123092887951664,32.26862335205078,58.08111572265625,dB,33.6465086527324,30.135192871093754,251.3273999920166,sone,51.19598264477149,50.265479998403315,1.2324049472808838,acum,29.747291970226858,24.648098945617676,0.33514198660850525,asper,24.638495081699098,16.757099330425262
brose_ng1.wav,NG,0.0,dB,91.66666666666666,75.0,11.622986793518066,-,13.255739977600605,11.622986793518066,0.8021429181098938,%,12.754641454480534,0.8021429181098938,27.34128761291504,%,29.429781262671113,27.34128761291504,61.609886169433594,%,65.81490939669621,61.609886169433594,68.56169891357422,dB,63.332706636931,47.602831522623696,314.379898469919,sone,72.55681105636118,62.875979693983794,2.917269468307495,acum,59.351221947590304,58.3453893661499,0.5057936310768127,asper,36.6581361524486,25.289681553840637
brose_ng2.wav,NG,-5.377058029174805,dB,72.78324360929754,61.55735492706299,3.8061187267303467,-,8.789445728169754,3.8061187267303467,1.2422460317611694,%,15.554819706068715,1.2422460317611694,32.84980010986328,%,34.24351523289575,32.84980010986328,61.046897888183594,%,65.28357002395072,61.046897888183594,71.81660461425781,dB,72.55221029338036,53.02767435709635,336.2002365405461,sone,79.94907161163314,67.24004730810921,2.792123317718506,acum,57.15234017832162,55.84246635437011,0.3427223563194275,asper,25.1724092047815,17.136117815971375
brose_ng3.wav,NG,-8.042835235595703,dB,63.42143302581332,54.89291191101074,3.6025643348693848,-,8.673141627595545,3.6025643348693848,1.1019946336746216,%,14.662463113954319,1.1019946336746216,35.85220718383789,%,36.867234237335026,35.85220718383789,54.83241271972656,%,59.41843790430404,54.83241271972656,70.34765625,dB,68.39142160676313,50.57942708333333,307.09897673444385,sone,70.09019159441861,61.419795346888776,1.7903000116348267,acum,39.54979312906629,35.80600023269653,0.2619183659553528,asper,19.48107839876133,13.09591829776764
brose_ok1.wav,OK,-11.799661636352539,dB,50.22802096039215,45.50084590911865,3.327118396759033,-,8.515761127003714,3.327118396759033,2.0194714069366455,%,20.499955345061995,2.0194714069366455,32.0438117980957,%,33.53918474111434,32.0438117980957,59.73412322998047,%,64.04459421099581,59.734123229980476,68.48898315429688,dB,63.126739622771986,47.48163859049479,290.2352565764143,sone,64.37712642852388,58.04705131528286,2.2023186683654785,acum,46.789171317046375,44.04637336730957,0.23483525216579437,asper,17.57351221126283,11.741762608289719
brose_ok2.wav,OK,-0.8506532907485962,dB,88.67929962000414,72.87336677312851,4.435369491577148,-,9.148978350247148,4.435369491577148,2.6414856910705566,%,24.457552591213453,2.6414856910705566,36.778594970703125,%,37.676778440367144,36.778594970703125,49.925025939941406,%,54.78692442483851,49.925025939941406,67.7921142578125,dB,61.15286205763878,46.3201904296875,312.1994839252888,sone,71.81813357206921,62.439896785057755,2.0197203159332275,acum,43.58082502455482,40.39440631866455,0.25271713733673096,asper,18.83300104943182,12.635856866836548
brose_ok3.wav,OK,-10.72531795501709,dB,54.00095518085137,48.186705112457275,10.779319763183594,-,12.77369714742582,10.779319763183594,0.39685583114624023,%,10.175981928194174,0.39685583114624023,33.37848663330078,%,34.70551949972477,33.37848663330078,13.78794002532959,%,20.681318318637945,13.78794002532959,60.10773468017578,dB,39.386896426533895,33.512891133626304,215.98986580829322,sone,39.22438719004507,43.197973161658645,0.5620245933532715,acum,17.968366835177548,11.24049186706543,0.2509585916996002,asper,18.70914002582024,12.547929584980011
brose_ok4.wav,OK,-16.473228454589844,dB,33.81515374995562,33.81692886352539,3.431929111480713,-,8.575646427413107,3.431929111480713,1.5784810781478882,%,17.69413214242622,1.5784810781478882,28.998130798339844,%,30.877649871380473,28.998130798339844,26.3603515625,%,32.54696007804741,26.3603515625,61.45618438720703,dB,43.20637328630949,35.76030731201172,230.7860488070106,sone,44.23701529855452,46.157209761402115,1.0290625095367432,acum,26.174461506246278,20.581250190734863,0.19549790024757385,asper,14.80283366196482,9.774895012378693
hlmrl_ng1.wav,NG,-17.40251922607422,dB,30.551623639989256,31.493701934814457,7.874157428741455,-,11.113785566838772,7.874157428741454,0.10724734514951706,%,8.333333333333332,0.10724734514951707,95.13310241699219,%,88.67113943447417,95.13310241699219,4.644082069396973,%,12.051490820289814,4.644082069396973,59.68814468383789,dB,38.19840991995574,32.81357447306315,172.8142528774611,sone,24.597419478306588,34.56285057549221,0.07912658900022507,acum,9.483602316327344,1.5825317800045016,0.9861951470375061,asper,70.49463277503953,49.309757351875305
hlmrl_ng2.wav,NG,0.0,dB,91.66666666666666,75.0,148.85708618164062,-,91.66666666666667,100.0,0.7069289684295654,%,12.148837898739448,0.7069289684295654,98.56098175048828,%,91.66666666666666,98.56098175048828,0.704454779624939,%,8.333333333333332,0.704454779624939,69.3766098022461,dB,65.64093753781789,48.96101633707682,231.75087084587992,sone,44.56387622425171,46.350174169175986,0.013660706579685211,acum,8.333333333333332,0.2732141315937042,1.2867900133132935,asper,91.66666666666667,64.33950066566467
hlmrl_ok1.wav,OK,-23.72918128967285,dB,8.333333333333332,15.677046775817871,7.759344100952148,-,11.048185111351728,7.759344100952148,1.0869733095169067,%,14.566889181592144,1.0869733095169067,88.17211151123047,%,82.58812547960815,88.17211151123047,9.829256057739258,%,16.945175442685258,9.829256057739258,49.1444091796875,dB,8.333333333333332,15.240681966145834,124.80622401543432,sone,8.333333333333334,24.961244803086867,0.4244060814380646,acum,15.55033930864125,8.488121628761292,0.4603591859340668,asper,33.458016255767006,23.01795929670334
hlmrl_ok2.wav,OK,-22.70477294921875,dB,11.93090211003871,18.238067626953125,6.848348617553711,-,10.527673078399898,6.848348617553711,1.0145984888076782,%,14.106400735529572,1.0145984888076782,92.00814056396484,%,85.94032325934383,92.00814056396484,6.436256408691406,%,13.742916416533072,6.436256408691405,50.818626403808594,dB,13.075545009767819,18.031044006347656,128.06467706035878,sone,9.437227041910903,25.612935412071757,0.168623149394989,acum,11.05610258212149,3.3724629878997803,0.40980759263038635,asper,29.897476250671506,20.490379631519318
jifeng_ok1.wav,NG,0.0,dB,91.66666666666666,75.0,120.70809936523438,-,75.58328686912527,100.0,13.204720497131348,%,91.66666666666666,13.204720497131348,60.32590866088867,%,58.25411286246004,60.32590866088867,26.192420959472656,%,32.388469849655436,26.192420959472656,70.80413818359375,dB,69.68440433587469,51.340230305989586,357.2265397906052,sone,87.07233027222328,71.44530795812103,1.1999638080596924,acum,29.17728458868091,23.999276161193848,0.23719428479671478,asper,17.73966780610748,11.85971423983574
jifneg_ng1.wav,NG,0.0,dB,91.66666666666666,75.0,121.80783081054688,-,76.211636252555,100.0,5.054258346557617,%,39.80894026913598,5.054258346557617,63.58814239501953,%,61.104887069380396,63.58814239501953,30.817136764526367,%,36.753202965462805,30.817136764526364,70.69989013671875,dB,69.38912227927321,51.166483561197914,352.5427804938646,sone,85.48557350486175,70.50855609877293,1.3246324062347412,acum,31.367775518183905,26.492648124694824,0.2609174847602844,asper,19.41058254882876,13.045874238014221
nsk_ng1.wav,NG,-5.508503437042236,dB,72.32162700924569,61.2287414073944,3.319326400756836,-,8.511309043811462,3.3193264007568364,2.686311960220337,%,24.742761988919536,2.686311960220337,9.357797622680664,%,13.714515713732947,9.357797622680664,67.7618179321289,%,71.6210046083157,67.7618179321289,74.07147216796875,dB,78.93911104195841,56.78578694661458,326.8661293529216,sone,76.78687714157404,65.37322587058432,3.600494623184204,acum,71.35583679426018,72.00989246368408,0.17156973481178284,asper,13.117482425439608,8.578486740589142
nsk_ng2.wav,NG,0.0,dB,91.66666666666666,75.0,5.531296253204346,-,9.7751538659949,5.531296253204346,0.6488168835639954,%,11.77909682864115,0.6488168835639954,3.4899399280548096,%,8.586760093188706,3.4899399280548096,89.0014877319336,%,91.66666666666666,89.0014877319336,78.56488037109375,dB,91.66666666666666,64.27480061848958,370.7880170393265,sone,91.66666666666667,74.15760340786531,4.21036958694458,acum,82.07165132818382,84.2073917388916,0.3444952070713043,asper,25.297277791755622,17.224760353565216
nsk_ok1.wav,OK,-8.201520919799805,dB,62.86415265210049,54.496197700500495,3.347104787826538,-,8.527180675437815,3.347104787826538,6.4478678703308105,%,48.67585113304768,6.4478678703308105,5.2089152336120605,%,10.088924212253964,5.2089152336120605,74.29725646972656,%,77.78904740571413,74.29725646972656,70.6630859375,dB,69.28487457427866,51.10514322916667,293.39202893705504,sone,65.44657291134213,58.678405787411016,4.178553104400635,acum,81.51261948342572,83.5710620880127,0.1077008992433548,asper,8.618958654801148,5.38504496216774
